station_id,name,phase,Line,Layout,confidence,position_source,catchment_area_km2,population,population_density,built_volume,built_volume_density,built_surface,built_surface_density,population_2030,population_core400,core_share,intersection_count,intersection_density,street_length_km,street_density,circuity,pnr,network_catchment_km2,poi_education,poi_healthcare,poi_retail,poi_office,poi_government,poi_transport,poi_leisure,poi_total,dist_cbd_km,dist_nearest_centre_km,bus_stops_500m,parking_area_m2,competing_rail_1km,metro_betweenness,metro_degree,metro_closeness,is_interchange,is_terminal,city,poi_total_pctl,poi_education_pctl,poi_healthcare_pctl,poi_retail_pctl,poi_office_pctl,poi_government_pctl,poi_transport_pctl,poi_leisure_pctl,bus_stops_500m_pctl,parking_area_m2_pctl
MAA039,Wimco Nagar,phase1,Blue Line,Elevated,high,osm,2.007391033949412,25060.747873272747,12484.238222369335,5684368.0,2831719.33313679,641065.0,319352.3280507765,25481.291633103043,6142.261682275683,0.24509490751576476,202,100.62812704835991,83.73004265234263,41.71087806824025,1.0043470623372381,0.3217596896311539,0.6469362413866017,1.0,1.0,4.0,3.0,0.0,3.0,3.0,15.0,9.709574773847228,17.158928003745586,0,0.0,1,0.0,1.0,3.927380445471391e-05,0,1,chennai,0.27238805970149255,0.20522388059701493,0.12313432835820895,0.3880597014925373,0.585820895522388,0.40298507462686567,0.8694029850746269,0.5447761194029851,0.09328358208955224,0.35074626865671643
MAA040,Adambakkam,phase2,Red Line,Elevated,low,osm,2.007391033949412,52808.56857299805,26307.066077255815,7375391.0,3674117.7355412394,885791.0,441264.79844699893,55730.036224365234,12834.531120300293,0.24303879970840214,453,225.66604729161904,114.88306011586391,57.23003549031448,1.0048124949169632,0.3381184125283735,0.679827405339252,3.0,5.0,19.0,0.0,1.0,1.0,3.0,32.0,15.744712152698407,3.7211719694707677,1,0.0,0,0.09336687485542447,2.0,6.030096395648801e-05,0,0,chennai,0.5074626865671642,0.417910447761194,0.44029850746268656,0.7835820895522388,0.13059701492537312,0.8731343283582089,0.43283582089552236,0.5447761194029851,0.2537313432835821,0.35074626865671643
MAA041,Alwarpet,phase2,Yellow Line,Underground,high,osm,2.007391033949412,76749.49401855469,38233.45462869535,10704730.0,5332658.071576187,837123.0,417020.3940549713,80995.41819763184,19176.35009765625,0.24985637160057686,290,144.46612299021967,85.55172714110086,42.61836667307583,1.0050948958940955,0.4503988912065744,0.9055807025917201,8.0,29.0,16.0,9.0,1.0,2.0,2.0,67.0,6.825942411907597,2.8076566111435564,10,1791.847703509702,1,0.042852185981956975,2.0,7.277386880264182e-05,0,0,chennai,0.8917910447761194,0.7276119402985075,0.9738805970149254,0.7388059701492538,0.8432835820895522,0.8731343283582089,0.6940298507462687,0.40298507462686567,0.9291044776119403,0.8059701492537313
MAA042,Bharathidasan Road,phase2,Yellow Line,Underground,high,osm,2.007391033949412,78042.76831054688,38877.710914650634,10885111.0,5422516.498235149,883309.0,440028.36769782053,82360.23873901367,17432.002731323242,0.22336474100916076,296,147.45507725898284,81.97134764517321,40.83476824338499,1.0047100266721172,0.4649751510890507,0.9348880120084261,8.0,25.0,17.0,9.0,1.0,2.0,3.0,65.0,7.303592960222808,2.3689240585288642,8,1660.7952579259063,0,0.0566736062919269,2.0,7.578311490693227e-05,0,0,chennai,0.8694029850746269,0.7276119402985075,0.914179104477612,0.753731343283582,0.8432835820895522,0.8731343283582089,0.6940298507462687,0.5447761194029851,0.8880597014925373,0.7985074626865671
MAA043,Boat Club,phase2,Yellow Line,Underground,high,osm,2.007391033949412,73229.86198174953,36480.118095214624,10213825.0,5088109.305691658,700455.0,348937.9937210839,77281.07378697395,19586.9291305542,0.26747188374376135,252,125.53607928805297,76.61598952689799,38.16694815865596,1.004535690598453,0.4250031885186308,0.8545196126735158,9.0,13.0,14.0,6.0,0.0,2.0,8.0,52.0,8.317026333964503,2.0258683400128947,5,0.0,0,0.19355771455008097,3.0,8.194217417193731e-05,1,0,chennai,0.7350746268656716,0.7985074626865671,0.6828358208955224,0.6940298507462687,0.7052238805970149,0.40298507462686567,0.6940298507462687,0.9440298507462687,0.7126865671641791,0.35074626865671643
MAA044,Karayanchavadi,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,34959.796113967896,17415.53863832238,6163911.0,3070608.0159543725,693698.0,345571.9330554118,36482.36412239075,4232.7062702178955,0.12107353991480382,364,181.3298923049654,90.89354404328144,45.279441078529814,1.004716145672519,0.39628769297436967,0.7967836831720495,5.0,4.0,0.0,0.0,1.0,1.0,0.0,11.0,19.82885573381833,8.861558751999022,3,0.0,0,0.015006939625260236,2.0,4.68152785998351e-05,0,0,chennai,0.19029850746268656,0.5708955223880597,0.3656716417910448,0.06343283582089553,0.13059701492537312,0.8731343283582089,0.43283582089552236,0.12686567164179105,0.5,0.35074626865671643
MAA045,Kodambakkam,phase2,Yellow Line,Underground,high,osm,2.007391033949412,79537.39579772949,39622.27311598818,11093576.0,5526365.223508101,881390.0,439072.40049086115,83937.5516204834,18819.723098754883,0.2366147761062617,366,182.32621039455313,103.28653547912333,51.45312185434731,1.0049614410286445,0.44055086597648047,0.8857800730139729,5.0,12.0,15.0,3.0,0.0,2.0,5.0,42.0,7.640119223963,1.1829285250026318,0,0.0,1,0.13329863520703214,2.0,7.553855145409422e-05,0,0,chennai,0.5970149253731343,0.5708955223880597,0.6567164179104478,0.7126865671641791,0.585820895522388,0.40298507462686567,0.6940298507462687,0.7873134328358209,0.09328358208955224,0.35074626865671643
MAA046,Kumananchavadi,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,21539.608627557755,10730.150859137779,6497210.0,3236643.9274251214,690403.0,343930.49900281604,22637.228404283524,5781.180683135986,0.2683976660439201,379,188.8022779768733,95.80213729278222,47.72470120298272,1.0048348412048362,0.3256438882536639,0.6547458860954407,0.0,4.0,5.0,0.0,0.0,2.0,0.0,11.0,19.055462602323985,8.627026954202455,4,0.0,0,0.029782558408512606,2.0,4.8817303030233905e-05,0,0,chennai,0.19029850746268656,0.06343283582089553,0.3656716417910448,0.44029850746268656,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.12686567164179105,0.6119402985074627,0.35074626865671643
MAA047,Kutchery Road,phase2,Yellow Line,Underground,high,osm,2.007391033949412,65620.19251406193,32689.292421994356,9152457.0,4559379.236636886,872636.0,434711.5162127357,69250.42298161983,18758.257247924805,0.28586105174722015,358,178.34093803620223,86.56875548276288,43.12500854028647,1.0048957751813463,0.4644677844700775,0.9338678908930067,17.0,5.0,48.0,7.0,1.0,5.0,3.0,86.0,6.739710084136156,4.332871356206946,2,3578.1809682230623,2,0.014515382835993523,2.0,6.561824654632069e-05,0,0,chennai,0.9552238805970149,0.9925373134328358,0.44029850746268656,0.9477611940298507,0.753731343283582,0.8731343283582089,0.9738805970149254,0.5447761194029851,0.3880597014925373,0.8880597014925373
MAA048,Lighthouse,phase2,Yellow Line,Underground,high,osm,2.007391033949412,23873.29382494092,11892.697247915748,3329757.0,1658748.5665156723,315253.0,157046.13334839905,25225.386263534427,3478.3633337020874,0.14570102304308633,229,114.07842125779416,60.70710110245451,30.241791497403085,1.0051155688074092,0.2646141668957956,0.5320383505635936,5.0,1.0,2.0,0.0,0.0,2.0,12.0,22.0,5.571909939863443,4.997539402168142,0,0.0,1,0.0,1.0,6.056263791581915e-05,0,1,chennai,0.376865671641791,0.5708955223880597,0.12313432835820895,0.25,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.9888059701492538,0.09328358208955224,0.35074626865671643
MAA049,Madhavaram Depot,phase2,Red Line,At-grade,high,osm,2.007391033949412,14752.080395635217,7348.882278611883,2068618.0,1030500.7669233872,327786.0,163289.56065680052,15456.337787192315,4017.2719311714172,0.2723190101621213,277,137.9900554078995,73.52732896003599,36.62830396097552,1.0049474883661027,0.21629869637837007,0.4348943331349354,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.66103108427529,10.181126762928878,0,0.0,0,0.014659958362248439,2.0,4.3914421825893416e-05,0,0,chennai,0.04477611940298507,0.06343283582089553,0.04477611940298507,0.06343283582089553,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.12686567164179105,0.09328358208955224,0.35074626865671643
MAA050,Madhavaram Milk Colony,phase2,Purple Line,Underground,high,osm,2.007391033949412,27551.973444491625,13725.264773293771,3858967.0,1922379.3146110314,523689.0,260880.41200905226,28884.337209165096,5789.3388521671295,0.21012428978384387,323,160.9053714684171,90.21112234240407,44.93948653587414,1.0050915501681252,0.1572017828427765,0.3160729383104542,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,7.946930309423548,10.171347294274515,0,0.0,0,0.014978024520009252,2.0,4.581613386257846e-05,0,0,chennai,0.09701492537313433,0.06343283582089553,0.12313432835820895,0.16791044776119404,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.40298507462686567,0.09328358208955224,0.35074626865671643
MAA051,Panagal Park,phase2,Yellow Line,Underground,high,osm,2.007391033949412,93739.1565322876,46697.008677906604,13074384.0,6513122.64470814,897439.0,447067.3550007578,98924.9797744751,25347.294235229492,0.27040241424082845,340,169.37407522991273,104.44185391618471,52.02865418338654,1.005009717088147,0.3596889694370797,0.7231975833349205,13.0,15.0,126.0,9.0,0.0,2.0,10.0,175.0,8.2550528358801,0.10407194458319485,4,7392.3667533836,1,0.13809854267869534,2.0,7.767187696714962e-05,0,0,chennai,0.9850746268656716,0.9291044776119403,0.753731343283582,0.9850746268656716,0.8432835820895522,0.40298507462686567,0.6940298507462687,0.9701492537313433,0.6119402985074627,0.9402985074626866
MAA052,Poonamallee Bypass,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,36993.64723885059,18428.719971946866,2092776.0,1042535.2931275172,336694.0,167727.16142782423,38388.52575897053,8880.026629924774,0.24004193402695917,186,92.65758233165815,68.93522601355849,34.34070634356321,1.0052155527882243,0.2990198954957555,0.6012151724586581,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,22.855184955132394,10.78659861390865,2,2859.8927411834006,0,0.0,1.0,4.0825671404931234e-05,0,1,chennai,0.07835820895522388,0.06343283582089553,0.12313432835820895,0.25,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.29850746268656714,0.3880597014925373,0.8805970149253731
MAA053,Porur Bypass,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,15617.011014348827,7779.755289443218,4710717.0,2346686.2810142026,499916.0,249037.6770371678,16532.234569355845,3083.4426691755652,0.1974412815834294,217,108.10051272026783,121.62406670858411,60.58812889549309,1.0050638542830161,0.28799522653382914,0.5790487602864677,1.0,2.0,1.0,1.0,0.0,2.0,1.0,8.0,16.199646074281237,8.326288495267256,2,0.0,0,0.08657182512144344,2.0,5.8239039111721236e-05,0,0,chennai,0.11940298507462686,0.20522388059701493,0.19402985074626866,0.16791044776119404,0.35447761194029853,0.40298507462686567,0.6940298507462687,0.29850746268656714,0.3880597014925373,0.35074626865671643
MAA054,Porur Junction,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,22708.020829375833,11312.205965520965,6849650.0,3412215.10117227,759236.0,378220.2805331118,23865.180782239884,6710.960807800293,0.29553261634843914,395,196.77282269357508,97.72890245491362,48.68453669569219,1.004457239346583,0.3625323798867487,0.7289145992580056,4.0,3.0,13.0,1.0,0.0,2.0,0.0,23.0,15.54169490449103,7.637247112121549,4,0.0,0,0.10019083969465649,2.0,6.058474536801475e-05,0,0,chennai,0.39552238805970147,0.4925373134328358,0.2798507462686567,0.6753731343283582,0.35447761194029853,0.40298507462686567,0.6940298507462687,0.12686567164179105,0.6119402985074627,0.35074626865671643
MAA055,Royapettah,phase2,Purple Line,Underground,high,osm,2.007391033949412,73324.21510887146,36527.12095889499,10226985.0,5094665.078721144,826431.0,411694.0775480353,77380.64621734619,12989.10224723816,0.17714614780331436,278,138.48821445269334,78.16595021324258,38.93907509363342,1.0049120093388546,0.4410732743381347,0.8868304373475069,16.0,7.0,19.0,8.0,0.0,2.0,3.0,55.0,5.009242063294441,3.5673597764622476,7,0.0,0,0.3892551468887347,3.0,8.571324740060187e-05,1,0,chennai,0.8059701492537313,0.9664179104477612,0.5186567164179104,0.7835820895522388,0.7985074626865671,0.40298507462686567,0.6940298507462687,0.5447761194029851,0.8432835820895522,0.35074626865671643
MAA056,Sholinganallur,phase2,Red LinePurple Line,Elevated,high,osm,2.007391033949412,23006.04018291086,11460.667002008056,7627899.0,3799906.8796240473,614391.0,306064.433689945,23468.95458805561,6893.856969833374,0.29965421754562555,217,108.10051272026783,61.91279379860987,30.842418219234773,1.0053135506956428,0.34550371084165793,0.6946764286516254,3.0,3.0,7.0,7.0,0.0,1.0,8.0,29.0,22.269546307531563,10.059235557867787,3,0.0,0,,0.0,,0,0,chennai,0.47388059701492535,0.417910447761194,0.2798507462686567,0.5,0.753731343283582,0.40298507462686567,0.43283582089552236,0.9440298507462687,0.5,0.35074626865671643
MAA057,Thelliyaragaram,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,14946.824965295382,7445.8960474125815,4508562.0,2245980.9393138997,485236.0,241724.70225959393,15925.341605735943,4560.172649181448,0.30509306556874694,143,71.23674340552212,77.05000304624652,38.383155918882245,1.0050297479321348,0.14782297063808125,0.2972157174965861,1.0,5.0,0.0,0.0,0.0,4.0,1.0,11.0,16.985554643389236,8.678426574872704,4,0.0,0,0.07272148970622253,2.0,5.5619780616744887e-05,0,0,chennai,0.19029850746268656,0.20522388059701493,0.44029850746268656,0.06343283582089553,0.13059701492537312,0.40298507462686567,0.9402985074626866,0.29850746268656714,0.6119402985074627,0.35074626865671643
MAA058,Thirumayilai,phase2,Yellow Line,Underground,high,osm,2.007391033949412,69939.09336090088,34840.791942415046,9754841.0,4859462.274675991,849330.0,423101.42151476996,73808.25365447998,19036.6488571167,0.2721889567381645,331,164.89064382676798,88.39479788295765,44.03466807812059,1.0050092375763464,0.33675273695208036,0.6770815516703435,16.0,20.0,51.0,11.0,1.0,5.0,4.0,108.0,6.643909173843367,3.6898279230333175,13,5561.206959958366,2,0.02879944482997918,2.0,6.853700673720724e-05,0,0,chennai,0.9701492537313433,0.9664179104477612,0.8731343283582089,0.9552238805970149,0.917910447761194,0.8731343283582089,0.9738805970149254,0.6828358208955224,0.9813432835820896,0.9253731343283582
MAA059,Kattupkkam,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,21132.152923107147,10527.173114612853,6374305.0,3175417.690024732,709491.0,353439.3588498412,22209.009388446808,5681.117755889893,0.26883762277140355,358,178.34093803620223,91.00787576188644,45.33639645825972,1.0045159066393854,0.41577518495793864,0.8359656106296304,1.0,0.0,5.0,0.0,0.0,2.0,1.0,9.0,18.474223961899824,8.611139743634086,3,0.0,0,0.04432685634975711,2.0,5.063170574236715e-05,0,0,chennai,0.13059701492537312,0.20522388059701493,0.04477611940298507,0.44029850746268656,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.29850746268656714,0.5,0.35074626865671643
MAA060,Iyyapanthangal,phase2,Yellow Line,Elevated,high,osm,2.007391033949412,19551.47779995203,9739.745505132481,5897510.0,2937897.948262243,678899.0,338199.6773515074,20557.444037020206,5800.806709289551,0.29669402838202763,315,156.92009911006622,78.91498103960554,39.312211574615546,1.0047657448033531,0.3723926879924311,0.7487399250224496,2.0,3.0,1.0,1.0,0.0,4.0,1.0,12.0,17.62871469001743,8.688125327755415,4,0.0,0,0.058639833448993754,2.0,5.351322460786901e-05,0,0,chennai,0.23134328358208955,0.332089552238806,0.2798507462686567,0.16791044776119404,0.35447761194029853,0.40298507462686567,0.9402985074626866,0.29850746268656714,0.6119402985074627,0.35074626865671643
MAA061,Adyar Depot,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,73344.92837905884,36537.439461786096,10229874.0,5096104.260201554,836310.0,416615.3907515539,77402.50552749634,20904.702087402344,0.2850190537969218,339,168.87591618511888,94.80855040217003,47.229736906635644,1.0050421213732976,0.4311812480925338,0.8669413384788366,9.0,26.0,25.0,3.0,3.0,1.0,4.0,71.0,11.03428621763074,1.3150951250533847,4,0.0,1,0.22715706685172335,3.0,6.399845139319673e-05,1,0,chennai,0.9029850746268657,0.7985074626865671,0.9328358208955224,0.8507462686567164,0.585820895522388,0.9850746268656716,0.43283582089552236,0.6828358208955224,0.6119402985074627,0.35074626865671643
MAA062,Alwarthirunagar,phase2,Yellow Line,Elevated,medium,nominatim,2.007391033949412,62980.25155878067,31374.181957399254,8784248.0,4375952.592912383,896252.0,446476.0402145875,66464.43562936783,14990.86275100708,0.23802481539813827,396,197.27098173836896,95.5426489524521,47.59543473922872,1.0051909732451263,0.4644472551702641,0.9338266142866212,2.0,23.0,9.0,0.0,0.0,1.0,3.0,38.0,12.118790373050778,5.116066345906857,2,0.0,0,0.2044587092297016,4.0,7.386810137205094e-05,1,0,chennai,0.5634328358208955,0.332089552238806,0.9029850746268657,0.5746268656716418,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.5447761194029851,0.3880597014925373,0.35074626865671643
MAA063,Anna Flyover,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,89881.12268006802,44775.09421930252,12536280.0,6245061.270068384,776456.0,386798.57928446215,94853.51240611076,25590.719172000885,0.2847173956993293,340,169.37407522991273,87.34497777213053,43.51169069450557,1.0047777564164218,0.4164876961950991,0.8373981994733191,16.0,13.0,52.0,30.0,1.0,0.0,4.0,116.0,5.910317569969442,2.289255279422932,12,565.3356493439327,0,0.22678117048346055,2.0,8.180594393453681e-05,0,0,chennai,0.9776119402985075,0.9664179104477612,0.6828358208955224,0.9626865671641791,1.0,0.8731343283582089,0.15298507462686567,0.6828358208955224,0.9701492537313433,0.7313432835820896
MAA064,Anna Nagar KV,phase2,Red Line,Elevated,medium,nominatim,2.007391033949412,63693.233253479004,31729.360237385685,8883692.0,4425491.520962864,816355.0,406674.6270126924,67216.8610458374,16809.810607910156,0.2639183120287269,411,204.74336741027687,114.12191348946723,56.85086341396064,1.0053734789749558,0.49421168599845106,0.9936715533126141,4.0,10.0,15.0,13.0,3.0,2.0,9.0,56.0,9.618082576099166,5.5870048888666926,6,0.0,0,0.1922565348137867,3.0,7.502507164232717e-05,1,0,chennai,0.832089552238806,0.4925373134328358,0.6119402985074627,0.7126865671641791,0.9402985074626866,0.9850746268656716,0.6940298507462687,0.9626865671641791,0.7835820895522388,0.35074626865671643
MAA065,Anna Nagar West,phase2,Red Line,Elevated,medium,nominatim,2.007391033949412,64866.558670043945,32313.862906134033,9047343.0,4507015.746802425,853234.0,425046.2344256452,68455.09721946716,16305.373504638672,0.2513679442681559,440,219.18997970929883,109.4632684005501,54.53011722643207,1.0053656929586268,0.5013938110837814,1.0081120726119657,1.0,5.0,4.0,5.0,3.0,3.0,8.0,29.0,9.626649276746708,5.252749572616222,8,0.0,1,0.11080268332176729,2.0,7.195815687992914e-05,0,0,chennai,0.47388059701492535,0.20522388059701493,0.44029850746268656,0.3880597014925373,0.6753731343283582,0.9850746268656716,0.8694029850746269,0.9440298507462687,0.8880597014925373,0.35074626865671643
MAA066,Assisi Nagar,phase2,Red Line,Elevated,medium,nominatim,2.007391033949412,20086.930006366223,10006.485864812541,2816700.0,1403164.5814708683,446912.0,222633.255026914,21037.081069808453,4386.441538333893,0.21837291895494643,270,134.50294209434247,78.90313631142982,39.306311016141684,1.004995606805701,0.3912419323334974,0.7866385794529218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7083918691036,9.75313311219334,0,0.0,0,0.0,1.0,4.193772234909599e-05,0,1,chennai,0.007462686567164179,0.06343283582089553,0.04477611940298507,0.06343283582089553,0.13059701492537312,0.40298507462686567,0.15298507462686567,0.12686567164179105,0.09328358208955224,0.35074626865671643
MAA067,Ayanavaram,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,56106.00499463081,27949.71385532488,7825454.0,3898320.6897182986,763698.0,380443.06619098206,59209.893107533455,13181.350110054016,0.2349365297228957,325,161.90168955800482,88.14045288611376,43.90796381744474,1.004993136581205,0.44526893016668506,0.8952663039254044,1.0,7.0,0.0,0.0,0.0,2.0,0.0,10.0,4.864663038998404,6.235621432664077,3,0.0,0,0.08292852185981957,2.0,6.126612698954863e-05,0,0,chennai,0.15298507462686567,0.20522388059701493,0.5186567164179104,0.06343283582089553,0.13059701492537312,0.40298507462686567,0.6940298507462687,0.12686567164179105,0.5,0.35074626865671643
MAA068,Butt Road,phase2,Red Line,Elevated,medium,nominatim,2.007391033949412,46710.16737563163,23269.09236200602,6514958.0,3245485.254152123,586566.0,292203.1582685559,49294.2601861842,11992.55252456665,0.2567439424510194,313,155.9237810204785,85.39476446036615,42.54017429397275,1.0052425856495941,0.3363277639758763,0.6762270928031328,8.0,8.0,4.0,6.0,1.0,1.0,0.0,28.0,13.464997491195646,2.39397772278098,7,409.23485039032715,0,0.14972241498959057,3.0,7.07128019552729e-05,1,0,chennai,0.44776119402985076,0.7276119402985075,0.5447761194029851,0.3880597014925373,0.7052238805970149,0.8731343283582089,0.43283582089552236,0.12686567164179105,0.8432835820895522,0.7238805970149254
MAA069,Chennai Trade Centre,phase2,Red Line,Elevated,medium,nominatim,2.007391033949412,15509.695708934218,7726.295199406115,2335173.0,1163287.5511084148,321084.0,159950.89873859205,16363.094093598425,5685.040462657809,0.36654751771712674,143,71.23674340552212,53.589864609093944,26.696275764298576,1.005122484524714,0.21994952614520755,0.44223476191893774,1.0,5.0,3.0,2.0,0.0,0.0,1.0,12.0,13.555242570493432,3.3907182231109365,4,1423.199068563704,0,0.0796321998612075,2.0,6.846164229056169e-05,0,0,chennai,0.23134328358208955,0.20522388059701493,0.44029850746268656,0.3208955223880597,0.5,0.40298507462686567,0.15298507462686567,0.29850746268656714,0.6119402985074627,0.7835820895522388
MAA070,Chetpet,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,78222.35447120667,38967.173384903115,10910159.0,5434994.385989145,686825.0,342148.08594054356,82549.75992584229,21959.59143257141,0.28073293857006887,283,140.97900967666266,78.57169890634059,39.14120247501348,1.004994658808442,0.3483648071748103,0.7004290041533496,5.0,18.0,13.0,3.0,0.0,2.0,5.0,46.0,5.5233469446684085,3.3647084474303375,5,2069.286757232082,1,0.21874277122368727,2.0,7.997765019957422e-05,0,0,chennai,0.6380597014925373,0.5708955223880597,0.832089552238806,0.6753731343283582,0.585820895522388,0.40298507462686567,0.6940298507462687,0.7873134328358209,0.7126865671641791,0.8432835820895522
MAA071,Classical Tamil Institute,phase2,Red Line,Elevated,medium,nominatim,2.007391033949412,3916.3027620436624,1950.9416430632302,1656823.0,825361.3630724992,225263.0,112216.8009073995,4332.282937366515,574.4232871383429,0.14667489263230224,103,51.31038161376768,29.025036651631115,14.459084533483361,1.0045277766008671,0.17845911411899004,0.35881333880471145,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,22.52777741848233,10.276771274514735,0,0.0,0,0.0306500115660421,2.0,4.429706602015861e-05,0,0,chennai,0.07835820895522388,0.332089552238806,0.19402985074626866,0.06343283582089553,0.35447761194029853,0.40298507462686567,0.15298507462686567,0.12686567164179105,0.09328358208955224,0.35074626865671643
MAA072,Dr. Radhakrishnan Salai,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,83527.61651611328,41610.03765757492,11650117.0,5803611.156456721,867496.0,432150.97872249526,88148.51901245117,22193.7674407959,0.26570574339942415,297,147.95323630377672,89.38095400266785,44.52593066873304,1.005109446413562,0.45985857781645123,0.9246005310453846,16.0,20.0,13.0,0.0,0.0,1.0,3.0,53.0,5.860339437475066,3.566208208230273,18,0.0,1,0.24976867915799214,2.0,8.097440697793836e-05,0,0,chennai,0.75,0.9664179104477612,0.8731343283582089,0.6753731343283582,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.5447761194029851,1.0,0.35074626865671643
MAA073,Elcot,phase2,Red Line,Elevated,low,nominatim,2.007391033949412,8899.176501827314,4433.205265602268,4314812.0,2149462.624385089,330409.0,164596.2318312948,9347.256131906062,1153.6478102849796,0.12963534435440122,61,30.38770173242552,23.730868602267783,11.821746835034347,1.0040449415388073,0.021770864439613315,0.043772920182904615,4.0,1.0,0.0,3.0,0.0,0.0,7.0,15.0,22.512701720912116,10.25718187362457,1,0.0,0,0.02897293546148508,2.0,4.4222227686204334e-05,0,0,chennai,0.27238805970149255,0.4925373134328358,0.12313432835820895,0.06343283582089553,0.585820895522388,0.40298507462686567,0.15298507462686567,0.9067164179104478,0.2537313432835821,0.35074626865671643
MAA074,Gandhi Nagar,phase2,Purple Line,Elevated,low,nominatim,2.007391033949412,63164.469371795654,31465.95172716481,8809942.0,4388752.291409317,902815.0,449745.4580255696,66658.84487915039,15252.061283111572,0.2414658341121434,419,208.72863976862774,101.46543951862489,50.54592643018745,1.0051500085935319,0.2764263779814271,0.5557882101279275,2.0,31.0,11.0,0.0,0.0,1.0,1.0,46.0,12.316204675410493,5.0768876145735735,1,0.0,0,0.024577839463335648,3.0,7.147825243349935e-05,1,0,chennai,0.6380597014925373,0.332089552238806,0.9850746268656716,0.6231343283582089,0.13059701492537312,0.40298507462686567,0.43283582089552236,0.29850746268656714,0.2537313432835821,0.35074626865671643
MAA075,Greenways Road,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,33260.42019806616,16568.97915531108,4639038.0,2310978.738842423,423282.0,210861.75679843506,35206.89153563231,9692.741211280227,0.29141968602801316,188,93.65390042124587,53.36342359181409,26.583472123428294,1.004327963295364,0.21989330801768905,0.44212172866683486,5.0,8.0,2.0,1.0,1.0,0.0,2.0,19.0,8.827539094936348,3.4387719720027263,10,0.0,1,0.2313786722183669,2.0,7.031246606312019e-05,0,0,chennai,0.33955223880597013,0.5708955223880597,0.5447761194029851,0.25,0.35447761194029853,0.8731343283582089,0.15298507462686567,0.40298507462686567,0.9291044776119403,0.35074626865671643
MAA076,Indira Nagar,phase2,Purple Line,Underground,medium,nominatim,2.007391033949412,75104.41800308228,37413.94513221432,10475281.0,5218355.976907281,676827.0,337167.49181069457,79259.33338928223,14661.996618270874,0.1952214930640851,230,114.57658030258803,70.76695787506527,35.253200138009916,1.0050180941265316,0.3691378811396977,0.742195747552113,9.0,11.0,9.0,4.0,0.0,2.0,6.0,41.0,11.67311345174369,0.5883149575943946,3,0.0,2,0.17187138561184362,2.0,6.165696590471406e-05,0,0,chennai,0.585820895522388,0.7985074626865671,0.6305970149253731,0.5746268656716418,0.6455223880597015,0.40298507462686567,0.6940298507462687,0.8619402985074627,0.5,0.35074626865671643
MAA077,Kandanchavadi,phase2,Purple Line,Elevated,low,nominatim,2.007391033949412,31973.362337619066,15927.819640956324,13101405.0,6526583.400257515,866524.0,431666.7681309556,33228.1004255712,8962.11094725132,0.2802992957893178,340,169.37407522991273,96.82023134466984,48.23187396338137,1.0047410110347057,0.42512195155146704,0.8547583999192606,2.0,3.0,9.0,10.0,0.0,0.0,5.0,29.0,14.701791300165393,2.5623105075157047,4,0.0,0,0.10941475826972011,2.0,5.299464693184939e-05,0,0,chennai,0.47388059701492535,0.332089552238806,0.2798507462686567,0.5746268656716418,0.8880597014925373,0.40298507462686567,0.15298507462686567,0.7873134328358209,0.6119402985074627,0.35074626865671643
MAA078,Karambakkam,phase2,Yellow Line,Elevated,medium,nominatim,2.007391033949412,25975.538229916245,12939.949312621495,7742135.0,3856814.576265119,840579.0,418742.03171377885,27301.71095495671,6330.7527985312045,0.2437197929257929,418,208.2304807238339,99.58612813927047,49.60973046857802,1.0047420051615954,0.41841579571611287,0.8412748735793074,4.0,5.0,11.0,1.0,0.0,0.0,1.0,22.0,14.657553499542466,7.003863777334325,1,0.0,0,0.11357853342586167,2.0,6.362978833999066e-05,0,0,chennai,0.376865671641791,0.4925373134328358,0.44029850746268656,0.6231343283582089,0.35447761194029853,0.40298507462686567,0.15298507462686567,0.29850746268656714,0.2537313432835821,0.35074626865671643
