station_id,name,phase,Line,confidence,position_source,is_mature,boardings_all,alightings_all,throughput_all,boardings_weekday,alightings_weekday,throughput_weekday,boardings_weekend,alightings_weekend,throughput_weekend,catchment_area_km2,population,population_density,built_volume,built_volume_density,built_surface,built_surface_density,population_2030,population_core400,core_share,intersection_count,intersection_density,street_length_km,street_density,circuity,pnr,network_catchment_km2,poi_education,poi_healthcare,poi_retail,poi_office,poi_government,poi_transport,poi_leisure,poi_total,dist_cbd_km,dist_nearest_centre_km,bus_stops_500m,parking_area_m2,competing_rail_1km,metro_betweenness,metro_degree,metro_closeness,is_interchange,is_terminal,city,poi_total_pctl,poi_education_pctl,poi_healthcare_pctl,poi_retail_pctl,poi_office_pctl,poi_government_pctl,poi_transport_pctl,poi_leisure_pctl,bus_stops_500m_pctl,parking_area_m2_pctl
BLR020,Peenya,operational,Green Line,high,osm,True,4039.4583333333335,3553.9166666666665,7593.375,4490.441176470588,3974.5,8464.941176470587,2944.214285714286,2532.5,5476.714285714285,2.007391033949461,69915.75467982143,34829.165567340904,7926727.0,3948770.75066161,612791.0,305267.3792182674,75193.55597465485,18007.503151893616,0.2575600196888214,275,136.9937373183084,78.77378837860861,39.24187517348045,1.0029554274245882,0.1610770295095838,0.32386458404439983,7,1.0,18.0,2.0,1.0,1.0,9.0,39.0,10.208643501903001,7.480903385747344,3,4815.696928267208,0,0.15808491418247517,2,5.642845946214185e-05,0,0,bengaluru,0.3373493975903614,0.5240963855421686,0.0783132530120482,0.43373493975903615,0.2710843373493976,0.8855421686746988,0.29518072289156627,0.7108433734939759,0.1566265060240964,0.6144578313253012
BLR021,Peenya Industry,operational,Green Line,high,osm,True,2254.6666666666665,2086.9375,4341.604166666667,2577.176470588235,2405.529411764706,4982.705882352941,1471.428571428571,1313.2142857142858,2784.6428571428573,2.007391033949461,78549.23363494873,39130.01119687492,10109344.0,5036061.150532426,800659.0,398855.52264559816,85127.11128997803,21110.73040008545,0.26875794228872907,308,153.43298579650542,85.81056265348228,42.747307924681444,1.0027642476747474,0.22103104095804746,0.44440927647302825,5,1.0,17.0,3.0,1.0,3.0,2.0,32.0,11.093165729295984,8.262523713513033,4,1904.508428717361,0,0.13730803974706415,2,5.4084327774995194e-05,0,0,bengaluru,0.2891566265060241,0.42168674698795183,0.0783132530120482,0.41566265060240964,0.3373493975903614,0.8855421686746988,0.8373493975903614,0.15060240963855423,0.2710843373493976,0.4578313253012048
BLR022,Jalahalli,operational,Green Line,high,osm,True,8106.458333333333,7969.708333333333,16076.166666666666,8262.411764705883,8217.970588235294,16480.382352941175,7727.714285714285,7366.785714285715,15094.5,2.007391033949461,97146.5195710659,48394.41739456912,10223267.0,5092812.923392476,851323.0,424094.2524910337,107330.6961183548,26494.301963806152,0.2727251792528161,355,176.8464609018163,97.1352597881776,48.3888082318809,1.0028610399794269,0.468162356543041,0.9412962688018579,2,3.0,14.0,2.0,0.0,3.0,0.0,24.0,11.798150366447056,8.916764371279505,7,4657.86352543793,0,0.11592893706714845,2,5.233814531859936e-05,0,0,bengaluru,0.1566265060240964,0.1746987951807229,0.3313253012048193,0.3132530120481928,0.2710843373493976,0.41566265060240964,0.8373493975903614,0.030120481927710843,0.608433734939759,0.6024096385542169
BLR023,Dasarahalli,operational,Green Line,high,osm,True,11384.916666666666,10589.208333333334,21974.125,11841.617647058823,11066.676470588236,22908.29411764706,10275.785714285714,9429.642857142857,19705.42857142857,2.007391033949461,123403.80674226582,61474.72249065185,9563862.0,4764324.358460188,922466.0,459534.7814148025,136340.617515862,28950.310366228223,0.23459819539191523,626,311.8475620409493,134.65345360038913,67.07883582376269,1.0036804587668644,0.4893958990783191,0.9839888391945083,2,6.0,7.0,0.0,0.0,1.0,3.0,19.0,12.678202508328122,9.743666099975552,3,0.0,0,0.0939476061427281,2,5.025803820561485e-05,0,0,bengaluru,0.10843373493975904,0.1746987951807229,0.5783132530120482,0.15060240963855423,0.0783132530120482,0.41566265060240964,0.29518072289156627,0.21686746987951808,0.1566265060240964,0.13253012048192772
BLR024,Nagasandra,operational,Green Line,high,osm,True,10726.583333333334,8851.520833333334,19578.104166666668,10861.20588235294,8962.823529411764,19824.029411764703,10399.642857142857,8581.214285714286,18980.85714285714,2.007391033949461,77698.17846111208,38706.05036440959,6509793.0,3242912.262685683,663026.0,330292.39883348637,85774.62871419266,22168.921981811523,0.2853210000657488,382,190.29675511125023,92.98615647299819,46.321894887640134,1.0038489967826338,0.2974452198025247,0.5980490991212882,4,2.0,5.0,0.0,0.0,2.0,3.0,16.0,14.076908711712813,11.038788626857846,3,10892.065411983154,0,0.07136404697380307,2,4.7130549650289047e-05,0,0,bengaluru,0.07228915662650602,0.3192771084337349,0.18674698795180722,0.09036144578313253,0.0783132530120482,0.41566265060240964,0.6686746987951807,0.21686746987951808,0.1566265060240964,0.8192771084337349
BLR025,Manjunathanagara,operational,Green Line,high,osm,True,1224.0416666666667,1174.9166666666667,2398.958333333333,1257.1176470588234,1238.235294117647,2495.3529411764707,1143.7142857142858,1021.1428571428572,2164.8571428571427,2.007391033949461,64014.89490608126,31889.598898992055,5869862.0,2924124.846991711,635479.0,316569.6116265502,70665.71926342323,8895.380853652954,0.13895798574228252,336,167.38143905073318,80.44617403802206,40.07498921610079,1.0035629657964447,0.2520277579699757,0.5067318738810764,4,0.0,5.0,0.0,0.0,3.0,4.0,16.0,14.720641974345362,11.643513967803777,4,0.0,0,0.04817825956037338,2,4.578939397694675e-05,0,0,bengaluru,0.07228915662650602,0.3192771084337349,0.024096385542168676,0.09036144578313253,0.0783132530120482,0.41566265060240964,0.8373493975903614,0.30120481927710846,0.2710843373493976,0.13253012048192772
BLR026,Chikkabidarakallu,operational,Green Line,high,osm,True,4031.9166666666665,3789.9166666666665,7821.833333333333,4286.588235294118,4056.5882352941176,8343.176470588236,3413.428571428572,3142.285714285714,6555.714285714285,2.007391033949461,59770.35630235076,29775.143602567052,5460223.0,2720059.4740414033,612379.0,305062.1376918123,65771.61329898238,17793.9635887146,0.2977054963283658,329,163.89432573717625,79.08700277280798,39.39790575691049,1.0038105510872828,0.2779538777255781,0.558859430591662,3,1.0,1.0,0.0,0.0,2.0,4.0,11.0,15.449765324808707,12.330709692674601,6,0.0,0,0.024390243902439025,2,4.431919238660773e-05,0,0,bengaluru,0.03614457831325301,0.2469879518072289,0.0783132530120482,0.024096385542168676,0.0783132530120482,0.41566265060240964,0.6686746987951807,0.30120481927710846,0.5,0.13253012048192772
BLR027,Madavara,operational,Green Line,high,osm,True,7838.958333333333,7142.75,14981.708333333334,7852.14705882353,7325.088235294118,15177.235294117649,7806.928571428572,6699.928571428572,14506.857142857143,2.007391033949461,35786.744112975895,17827.49026360196,4009582.0,1997409.5391426098,464868.0,231578.19883522688,39546.83101600781,5663.090256929398,0.1582454732135305,216,107.60235367547133,56.28349285154789,28.038131036588513,1.0040207298320578,0.16387300735233243,0.3294862310526424,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,17.132772668812628,13.93235100743609,2,0.0,0,0.0,1,4.1194455797051814e-05,0,1,bengaluru,0.012048192771084338,0.06626506024096386,0.024096385542168676,0.012048192771084338,0.0783132530120482,0.41566265060240964,0.29518072289156627,0.030120481927710843,0.060240963855421686,0.13253012048192772
BLR028,Doddakallasandra,operational,Green Line,high,osm,True,5121.041666666667,5018.3125,10139.354166666666,5468.0,5419.411764705882,10887.411764705885,4278.428571428572,4044.214285714286,8322.642857142857,2.007391033949461,2757.449893847108,1373.6486051857748,7764597.0,3868004.2247291836,674944.0,336229.45832933945,2801.7021949887276,648.3241536766291,0.235117292656262,394,196.27466364877642,100.39559177384079,50.01297209956971,1.0024227839713116,0.3577313985936685,0.7192616536193734,5,3.0,34.0,1.0,0.0,1.0,7.0,51.0,11.653486479435497,9.592247998440438,6,3101.6508548027186,0,0.07136404697380307,2,5.498946307821869e-05,0,0,bengaluru,0.4759036144578313,0.42168674698795183,0.3313253012048193,0.5963855421686747,0.1927710843373494,0.41566265060240964,0.29518072289156627,0.5602409638554217,0.5,0.4939759036144578
BLR029,Konanakunte Cross,operational,Green Line,high,osm,True,12256.520833333334,12059.75,24316.27083333333,12052.20588235294,11925.79411764706,23978.0,12752.714285714286,12385.07142857143,25137.785714285717,2.007391033949461,3075.733352138661,1532.2043887419777,8935989.0,4451543.74452834,784430.0,390770.89950763877,3141.2032184470445,816.979774588719,0.26562113195561815,402,200.2599360071272,90.42551665089927,45.04628899980224,1.003353887898811,0.314146517048421,0.6316290496704897,10,3.0,24.0,3.0,0.0,1.0,8.0,49.0,10.72025489538442,8.442265247379916,5,569.4971604832986,0,0.0939476061427281,2,5.8452561668528394e-05,0,0,bengaluru,0.41566265060240964,0.6987951807228916,0.3313253012048193,0.5,0.3373493975903614,0.41566265060240964,0.29518072289156627,0.6445783132530121,0.3795180722891566,0.30120481927710846
BLR030,Yelachenahalli,operational,Green Line,high,osm,True,9484.6875,9232.0,18716.6875,10315.088235294115,10037.764705882351,20352.852941176472,7468.0,7275.142857142857,14743.142857142857,2.007391033949461,3609.2680845335126,1797.9895413961387,10510263.0,5235782.576612132,962257.0,479357.02796619455,3686.123707637191,939.3395464420319,0.260257626876569,518,258.0463852032137,105.56477255332622,52.588046259044894,1.0037717478642614,0.13170496747206623,0.2648085492809766,11,2.0,7.0,1.0,0.0,1.0,4.0,26.0,9.664444380218276,7.324528770775863,7,12966.87076108728,0,0.11592893706714845,2,6.209339529165479e-05,0,0,bengaluru,0.21084337349397592,0.7228915662650602,0.18674698795180722,0.15060240963855423,0.1927710843373494,0.41566265060240964,0.29518072289156627,0.30120481927710846,0.608433734939759,0.891566265060241
