station_id,name,feature,value,dimension
MAA031,Washermanpet,pnr,0.0999359764789512,Design
MAA032,Sir Theagaraya College,pnr,0.5779175179616761,Design
MAA033,Tondiarpet,pnr,0.4426190290051793,Design
MAA034,New Washermanpet,pnr,0.3747224349393064,Design
MAA035,Tollgate,pnr,0.4107229982920426,Design
MAA036,Kaladipet,pnr,0.445890771773367,Design
MAA037,Tiruvottriyur Theradi,pnr,0.5154263707212269,Design
MAA038,Tiruvottriyur,pnr,0.3134430618685905,Design
MAA039,Wimco Nagar,pnr,0.3217596896311539,Design
MAA040,Adambakkam,pnr,0.3381184125283735,Design
MAA041,Alwarpet,pnr,0.4503988912065744,Design
MAA042,Bharathidasan Road,pnr,0.4649751510890507,Design
MAA043,Boat Club,pnr,0.4250031885186308,Design
MAA044,Karayanchavadi,pnr,0.3962876929743696,Design
MAA045,Kodambakkam,pnr,0.4405508659764804,Design
MAA046,Kumananchavadi,pnr,0.3256438882536639,Design
MAA047,Kutchery Road,pnr,0.4644677844700775,Design
MAA048,Lighthouse,pnr,0.2646141668957956,Design
MAA049,Madhavaram Depot,pnr,0.21629869637837,Design
MAA050,Madhavaram Milk Colony,pnr,0.1572017828427765,Design
MAA051,Panagal Park,pnr,0.3596889694370797,Design
MAA052,Poonamallee Bypass,pnr,0.2990198954957555,Design
MAA053,Porur Bypass,pnr,0.2879952265338291,Design
MAA054,Porur Junction,pnr,0.3625323798867487,Design
MAA055,Royapettah,pnr,0.4410732743381347,Design
MAA056,Sholinganallur,pnr,0.3455037108416579,Design
MAA057,Thelliyaragaram,pnr,0.1478229706380812,Design
MAA058,Thirumayilai,pnr,0.3367527369520803,Design
MAA059,Kattupkkam,pnr,0.4157751849579386,Design
MAA060,Iyyapanthangal,pnr,0.3723926879924311,Design
MAA061,Adyar Depot,pnr,0.4311812480925338,Design
MAA062,Alwarthirunagar,pnr,0.4644472551702641,Design
MAA063,Anna Flyover,pnr,0.4164876961950991,Design
MAA064,Anna Nagar KV,pnr,0.494211685998451,Design
MAA065,Anna Nagar West,pnr,0.5013938110837814,Design
MAA066,Assisi Nagar,pnr,0.3912419323334974,Design
MAA067,Ayanavaram,pnr,0.445268930166685,Design
MAA068,Butt Road,pnr,0.3363277639758763,Design
MAA069,Chennai Trade Centre,pnr,0.2199495261452075,Design
MAA070,Chetpet,pnr,0.3483648071748103,Design
MAA071,Classical Tamil Institute,pnr,0.17845911411899,Design
MAA072,Dr. Radhakrishnan Salai,pnr,0.4598585778164512,Design
MAA073,Elcot,pnr,0.0217708644396133,Design
MAA074,Gandhi Nagar,pnr,0.2764263779814271,Design
MAA075,Greenways Road,pnr,0.219893308017689,Design
MAA076,Indira Nagar,pnr,0.3691378811396977,Design
MAA077,Kandanchavadi,pnr,0.425121951551467,Design
MAA078,Karambakkam,pnr,0.4184157957161128,Design
MAA079,Karapakkam,pnr,0.353195806685054,Design
MAA080,Kellys,pnr,0.3826001934737844,Design
MAA081,Kovilambakkam,pnr,0.5876814255980601,Design
MAA082,Koyambedu Market,pnr,0.1780319193282459,Design
MAA083,Madhavaram Bus Terminus,pnr,0.1837750288689791,Design
MAA084,Madhavaram High Road,pnr,0.2337334953652181,Design
MAA085,Madipakkam,pnr,0.4810334683785605,Design
MAA086,Manapakkam,pnr,0.1009055397949461,Design
MAA087,Mandaveli,pnr,0.4979287492817445,Design
MAA088,Medavakkam I,pnr,0.4798903940987206,Design
MAA089,Medavakkam II,pnr,0.0217708644396133,Design
MAA090,Mettukuppam,pnr,0.2562906562064679,Design
MAA091,Moolakadai,pnr,0.4048824133391678,Design
MAA092,Mugalivakkam,pnr,0.2659001507849068,Design
MAA093,Natesan Nagar,pnr,0.4517027732682337,Design
MAA094,Nehru Nagar,pnr,0.1721050794925251,Design
MAA095,Nungambakkam,pnr,0.3647513908575673,Design
MAA096,Okkiyam Thoraipakkam,pnr,0.269009012641486,Design
MAA097,Otteri,pnr,0.2606023563018281,Design
MAA098,PTC Colony,pnr,0.146141881208424,Design
MAA099,Pattalam,pnr,0.4378042183573135,Design
MAA100,Perambur,pnr,0.4771352513217534,Design
MAA101,Perambur Barracks Road,pnr,0.5808109198344812,Design
MAA102,Perumbakkam,pnr,0.5434919745330871,Design
MAA103,Perungudi,pnr,0.3310588510469803,Design
MAA104,Poonamallee,pnr,0.4615868563079531,Design
MAA105,Ramapuram,pnr,0.1104852119126968,Design
MAA106,Retteri Junction,pnr,0.5340461851694913,Design
MAA107,Saligramam,pnr,0.3573977892199883,Design
MAA108,Shastri Nagar Chennai,pnr,0.2761407443445137,Design
MAA109,Siruseri,pnr,0.0743669237521821,Design
MAA110,Srinivasa Nagar,pnr,0.0795695263782903,Design
MAA111,Sterling Road,pnr,0.3569536099647217,Design
MAA112,Taramani,pnr,0.3275016661873526,Design
MAA113,Thiruvanmiyur,pnr,0.2436917368495423,Design
MAA114,Thoraipakkam,pnr,0.3722137927650294,Design
MAA115,Ullagaram,pnr,0.5242540067456039,Design
MAA116,Valasaravakkam,pnr,0.5440160000016836,Design
MAA117,Vanuvampet,pnr,0.481931529337495,Design
MAA118,Villivakkam,pnr,0.1339528907742785,Design
MAA119,Villivakkam Bus Terminus,pnr,0.4227255157699257,Design
MAA120,Villivakkam CTH Road,pnr,0.4312696485621623,Design
MAA121,Virugambakkam,pnr,0.4462026092052661,Design
MAA122,Adyar Junction,pnr,0.4403536051888545,Design
MAA123,Alapakkam Junction,pnr,0.480833157791748,Design
MAA124,Kolathur Junction,pnr,0.493005824133662,Design
MAA125,Nookampalayam Depot,pnr,0.1721491883692948,Design
MAA126,Perambur Market,pnr,0.4771352513217534,Design
MAA127,SIPCOT I,pnr,0.3450751027901162,Design
MAA128,SIPCOT II,pnr,0.3450751027901162,Design
MAA129,Saligramam Warehouse,pnr,0.3573977892199883,Design
MAA130,Semmancheri I,pnr,0.3249001376065475,Design
MAA131,Semmancheri II,pnr,0.3249001376065475,Design
MAA132,Sholinganallur Lake I,pnr,0.3208623579143069,Design
MAA133,Sholinganallur Lake II,pnr,0.3208623579143069,Design
MAA000,Chennai International Airport,poi_total_pctl,0.5074626865671642,Destination
MAA001,Meenambakkam,poi_total_pctl,0.1082089552238805,Destination
MAA002,St. Thomas Mount,poi_total_pctl,0.3395522388059701,Destination
MAA003,Nanganallur Road,poi_total_pctl,0.3097014925373134,Destination
MAA004,Arignar Anna Alandur,poi_total_pctl,0.4328358208955223,Destination
MAA005,Ekkattuthangal,poi_total_pctl,0.3507462686567164,Destination
MAA006,Ashok Nagar,poi_total_pctl,0.9477611940298508,Destination
MAA007,Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,poi_total_pctl,0.6716417910447762,Destination
MAA008,Koyambedu,poi_total_pctl,0.4738805970149253,Destination
MAA009,Anna Nagar Tower,poi_total_pctl,0.6529850746268657,Destination
MAA010,Thirumangalam,poi_total_pctl,0.7014925373134329,Destination
MAA011,Guindy,poi_total_pctl,0.291044776119403,Destination
MAA012,Little Mount,poi_total_pctl,0.914179104477612,Destination
MAA013,Saidapet,poi_total_pctl,0.6529850746268657,Destination
MAA014,Nandanam,poi_total_pctl,0.8432835820895522,Destination
MAA015,Teynampet,poi_total_pctl,0.8059701492537313,Destination
MAA016,AG – DMS,poi_total_pctl,0.8805970149253731,Destination
MAA017,Vadapalani,poi_total_pctl,0.585820895522388,Destination
MAA018,Thousand Lights,poi_total_pctl,0.8507462686567164,Destination
MAA019,Arumbakkam,poi_total_pctl,0.5074626865671642,Destination
MAA020,Pachaiyappa's College,poi_total_pctl,0.75,Destination
MAA021,Kilpauk,poi_total_pctl,0.7350746268656716,Destination
MAA022,Nehru Park,poi_total_pctl,0.7014925373134329,Destination
MAA023,Shenoy Nagar,poi_total_pctl,0.6716417910447762,Destination
MAA024,Anna Nagar East,poi_total_pctl,0.832089552238806,Destination
MAA025,LIC,poi_total_pctl,0.5447761194029851,Destination
MAA026,Government Estate,poi_total_pctl,0.8694029850746269,Destination
MAA027,Egmore,poi_total_pctl,0.6119402985074627,Destination
MAA028,Puratchi Thalaivar Dr. M.G. Ramachandran Central,poi_total_pctl,0.8582089552238806,Destination
MAA029,High Court,poi_total_pctl,0.9925373134328358,Destination
MAA030,Mannadi,poi_total_pctl,1.0,Destination
MAA031,Washermanpet,poi_total_pctl,0.9626865671641792,Destination
MAA032,Sir Theagaraya College,poi_total_pctl,0.5298507462686567,Destination
MAA033,Tondiarpet,poi_total_pctl,0.4029850746268656,Destination
MAA034,New Washermanpet,poi_total_pctl,0.2313432835820895,Destination
MAA035,Tollgate,poi_total_pctl,0.2313432835820895,Destination
MAA036,Kaladipet,poi_total_pctl,0.376865671641791,Destination
MAA037,Tiruvottriyur Theradi,poi_total_pctl,0.291044776119403,Destination
MAA038,Tiruvottriyur,poi_total_pctl,0.1529850746268656,Destination
MAA039,Wimco Nagar,poi_total_pctl,0.2723880597014925,Destination
MAA040,Adambakkam,poi_total_pctl,0.5074626865671642,Destination
MAA041,Alwarpet,poi_total_pctl,0.8917910447761194,Destination
MAA042,Bharathidasan Road,poi_total_pctl,0.8694029850746269,Destination
MAA043,Boat Club,poi_total_pctl,0.7350746268656716,Destination
MAA044,Karayanchavadi,poi_total_pctl,0.1902985074626865,Destination
MAA045,Kodambakkam,poi_total_pctl,0.5970149253731343,Destination
MAA046,Kumananchavadi,poi_total_pctl,0.1902985074626865,Destination
MAA047,Kutchery Road,poi_total_pctl,0.9552238805970148,Destination
MAA048,Lighthouse,poi_total_pctl,0.376865671641791,Destination
MAA049,Madhavaram Depot,poi_total_pctl,0.044776119402985,Destination
MAA050,Madhavaram Milk Colony,poi_total_pctl,0.0970149253731343,Destination
MAA051,Panagal Park,poi_total_pctl,0.9850746268656716,Destination
MAA052,Poonamallee Bypass,poi_total_pctl,0.0783582089552238,Destination
MAA053,Porur Bypass,poi_total_pctl,0.1194029850746268,Destination
MAA054,Porur Junction,poi_total_pctl,0.3955223880597014,Destination
MAA055,Royapettah,poi_total_pctl,0.8059701492537313,Destination
MAA056,Sholinganallur,poi_total_pctl,0.4738805970149253,Destination
MAA057,Thelliyaragaram,poi_total_pctl,0.1902985074626865,Destination
MAA058,Thirumayilai,poi_total_pctl,0.9701492537313432,Destination
MAA059,Kattupkkam,poi_total_pctl,0.1305970149253731,Destination
MAA060,Iyyapanthangal,poi_total_pctl,0.2313432835820895,Destination
MAA061,Adyar Depot,poi_total_pctl,0.9029850746268656,Destination
MAA062,Alwarthirunagar,poi_total_pctl,0.5634328358208955,Destination
MAA063,Anna Flyover,poi_total_pctl,0.9776119402985076,Destination
MAA064,Anna Nagar KV,poi_total_pctl,0.832089552238806,Destination
MAA065,Anna Nagar West,poi_total_pctl,0.4738805970149253,Destination
MAA066,Assisi Nagar,poi_total_pctl,0.0074626865671641,Destination
MAA067,Ayanavaram,poi_total_pctl,0.1529850746268656,Destination
MAA068,Butt Road,poi_total_pctl,0.4477611940298507,Destination
MAA069,Chennai Trade Centre,poi_total_pctl,0.2313432835820895,Destination
MAA070,Chetpet,poi_total_pctl,0.6380597014925373,Destination
MAA071,Classical Tamil Institute,poi_total_pctl,0.0783582089552238,Destination
MAA072,Dr. Radhakrishnan Salai,poi_total_pctl,0.75,Destination
MAA073,Elcot,poi_total_pctl,0.2723880597014925,Destination
MAA074,Gandhi Nagar,poi_total_pctl,0.6380597014925373,Destination
MAA075,Greenways Road,poi_total_pctl,0.3395522388059701,Destination
MAA076,Indira Nagar,poi_total_pctl,0.585820895522388,Destination
MAA077,Kandanchavadi,poi_total_pctl,0.4738805970149253,Destination
MAA078,Karambakkam,poi_total_pctl,0.376865671641791,Destination
MAA079,Karapakkam,poi_total_pctl,0.4141791044776119,Destination
MAA080,Kellys,poi_total_pctl,0.7723880597014925,Destination
MAA081,Kovilambakkam,poi_total_pctl,0.3097014925373134,Destination
MAA082,Koyambedu Market,poi_total_pctl,0.5746268656716418,Destination
MAA083,Madhavaram Bus Terminus,poi_total_pctl,0.0783582089552238,Destination
MAA084,Madhavaram High Road,poi_total_pctl,0.1082089552238805,Destination
MAA085,Madipakkam,poi_total_pctl,0.7723880597014925,Destination
MAA086,Manapakkam,poi_total_pctl,0.7014925373134329,Destination
MAA087,Mandaveli,poi_total_pctl,0.5223880597014925,Destination
MAA088,Medavakkam I,poi_total_pctl,0.8059701492537313,Destination
MAA089,Medavakkam II,poi_total_pctl,0.2574626865671642,Destination
MAA090,Mettukuppam,poi_total_pctl,0.044776119402985,Destination
MAA091,Moolakadai,poi_total_pctl,0.0783582089552238,Destination
MAA092,Mugalivakkam,poi_total_pctl,0.4141791044776119,Destination
MAA093,Natesan Nagar,poi_total_pctl,0.7014925373134329,Destination
MAA094,Nehru Nagar,poi_total_pctl,0.0597014925373134,Destination
MAA095,Nungambakkam,poi_total_pctl,0.9328358208955224,Destination
MAA096,Okkiyam Thoraipakkam,poi_total_pctl,0.3246268656716418,Destination
MAA097,Otteri,poi_total_pctl,0.2574626865671642,Destination
MAA098,PTC Colony,poi_total_pctl,0.6268656716417911,Destination
MAA099,Pattalam,poi_total_pctl,0.4477611940298507,Destination
MAA100,Perambur,poi_total_pctl,0.5447761194029851,Destination
MAA101,Perambur Barracks Road,poi_total_pctl,0.5634328358208955,Destination
MAA102,Perumbakkam,poi_total_pctl,0.1902985074626865,Destination
MAA103,Perungudi,poi_total_pctl,0.4477611940298507,Destination
MAA104,Poonamallee,poi_total_pctl,0.4925373134328358,Destination
MAA105,Ramapuram,poi_total_pctl,0.4253731343283582,Destination
MAA106,Retteri Junction,poi_total_pctl,0.376865671641791,Destination
MAA107,Saligramam,poi_total_pctl,0.7723880597014925,Destination
MAA108,Shastri Nagar Chennai,poi_total_pctl,0.914179104477612,Destination
MAA109,Siruseri,poi_total_pctl,0.044776119402985,Destination
MAA110,Srinivasa Nagar,poi_total_pctl,0.1902985074626865,Destination
MAA111,Sterling Road,poi_total_pctl,0.8917910447761194,Destination
MAA112,Taramani,poi_total_pctl,0.6716417910447762,Destination
MAA113,Thiruvanmiyur,poi_total_pctl,0.7014925373134329,Destination
MAA114,Thoraipakkam,poi_total_pctl,0.3582089552238806,Destination
MAA115,Ullagaram,poi_total_pctl,0.9402985074626866,Destination
MAA116,Valasaravakkam,poi_total_pctl,0.1902985074626865,Destination
MAA117,Vanuvampet,poi_total_pctl,0.7238805970149254,Destination
MAA118,Villivakkam,poi_total_pctl,0.1305970149253731,Destination
MAA119,Villivakkam Bus Terminus,poi_total_pctl,0.291044776119403,Destination
MAA120,Villivakkam CTH Road,poi_total_pctl,0.3246268656716418,Destination
MAA121,Virugambakkam,poi_total_pctl,0.6119402985074627,Destination
MAA122,Adyar Junction,poi_total_pctl,0.9253731343283582,Destination
MAA123,Alapakkam Junction,poi_total_pctl,0.2313432835820895,Destination
MAA124,Kolathur Junction,poi_total_pctl,0.6119402985074627,Destination
MAA125,Nookampalayam Depot,poi_total_pctl,0.0223880597014925,Destination
MAA126,Perambur Market,poi_total_pctl,0.5447761194029851,Destination
MAA127,SIPCOT I,poi_total_pctl,0.8059701492537313,Destination
MAA128,SIPCOT II,poi_total_pctl,0.8059701492537313,Destination
MAA129,Saligramam Warehouse,poi_total_pctl,0.7723880597014925,Destination
MAA130,Semmancheri I,poi_total_pctl,0.0223880597014925,Destination
MAA131,Semmancheri II,poi_total_pctl,0.0223880597014925,Destination
MAA132,Sholinganallur Lake I,poi_total_pctl,0.1529850746268656,Destination
MAA133,Sholinganallur Lake II,poi_total_pctl,0.1529850746268656,Destination
MAA000,Chennai International Airport,dist_cbd_km,18.28501630136204,Destination
MAA001,Meenambakkam,dist_cbd_km,16.79776790040295,Destination
MAA002,St. Thomas Mount,dist_cbd_km,14.55692323014399,Destination
MAA003,Nanganallur Road,dist_cbd_km,14.498483137448224,Destination
MAA004,Arignar Anna Alandur,dist_cbd_km,13.59052535540238,Destination
MAA005,Ekkattuthangal,dist_cbd_km,12.292510895678577,Destination
MAA006,Ashok Nagar,dist_cbd_km,10.48267549416248,Destination
MAA007,Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,dist_cbd_km,9.46265689633478,Destination
MAA008,Koyambedu,dist_cbd_km,10.282083470574127,Destination
MAA009,Anna Nagar Tower,dist_cbd_km,8.591963957191929,Destination
MAA010,Thirumangalam,dist_cbd_km,9.35231250914708,Destination
MAA011,Guindy,dist_cbd_km,12.333299615204854,Destination
MAA012,Little Mount,dist_cbd_km,11.109166117858344,Destination
MAA013,Saidapet,dist_cbd_km,10.036668450235256,Destination
MAA014,Nandanam,dist_cbd_km,8.491136074975495,Destination
MAA015,Teynampet,dist_cbd_km,7.703358585404559,Destination
MAA016,AG – DMS,dist_cbd_km,6.778566916135126,Destination
MAA017,Vadapalani,dist_cbd_km,9.438189808829115,Destination
MAA018,Thousand Lights,dist_cbd_km,4.976688555385116,Destination
MAA019,Arumbakkam,dist_cbd_km,8.943189470891559,Destination
MAA020,Pachaiyappa's College,dist_cbd_km,6.245209426674634,Destination
MAA021,Kilpauk,dist_cbd_km,5.169633229368773,Destination
MAA022,Nehru Park,dist_cbd_km,4.329896473766151,Destination
MAA023,Shenoy Nagar,dist_cbd_km,6.947420918134763,Destination
MAA024,Anna Nagar East,dist_cbd_km,7.449331469105496,Destination
MAA025,LIC,dist_cbd_km,3.997640441995471,Destination
MAA026,Government Estate,dist_cbd_km,3.083622702716256,Destination
MAA027,Egmore,dist_cbd_km,3.0279764234680657,Destination
MAA028,Puratchi Thalaivar Dr. M.G. Ramachandran Central,dist_cbd_km,1.972504533833605,Destination
MAA029,High Court,dist_cbd_km,0.7580063408143177,Destination
MAA030,Mannadi,dist_cbd_km,0.2371248905672613,Destination
MAA031,Washermanpet,dist_cbd_km,1.7137584870639295,Destination
MAA032,Sir Theagaraya College,dist_cbd_km,2.456060463412808,Destination
MAA033,Tondiarpet,dist_cbd_km,3.4130379644212048,Destination
MAA034,New Washermanpet,dist_cbd_km,4.555091081970814,Destination
MAA035,Tollgate,dist_cbd_km,5.552227623809412,Destination
MAA036,Kaladipet,dist_cbd_km,6.433021460662438,Destination
MAA037,Tiruvottriyur Theradi,dist_cbd_km,7.534940125325051,Destination
MAA038,Tiruvottriyur,dist_cbd_km,8.852287300819476,Destination
MAA039,Wimco Nagar,dist_cbd_km,9.709574773847228,Destination
MAA040,Adambakkam,dist_cbd_km,15.744712152698408,Destination
MAA041,Alwarpet,dist_cbd_km,6.825942411907597,Destination
MAA042,Bharathidasan Road,dist_cbd_km,7.303592960222808,Destination
MAA043,Boat Club,dist_cbd_km,8.317026333964503,Destination
MAA044,Karayanchavadi,dist_cbd_km,19.82885573381833,Destination
MAA045,Kodambakkam,dist_cbd_km,7.640119223963,Destination
MAA046,Kumananchavadi,dist_cbd_km,19.055462602323985,Destination
MAA047,Kutchery Road,dist_cbd_km,6.739710084136156,Destination
MAA048,Lighthouse,dist_cbd_km,5.571909939863443,Destination
MAA049,Madhavaram Depot,dist_cbd_km,8.66103108427529,Destination
MAA050,Madhavaram Milk Colony,dist_cbd_km,7.946930309423548,Destination
MAA051,Panagal Park,dist_cbd_km,8.2550528358801,Destination
MAA052,Poonamallee Bypass,dist_cbd_km,22.8551849551324,Destination
MAA053,Porur Bypass,dist_cbd_km,16.199646074281237,Destination
MAA054,Porur Junction,dist_cbd_km,15.54169490449103,Destination
MAA055,Royapettah,dist_cbd_km,5.009242063294441,Destination
MAA056,Sholinganallur,dist_cbd_km,22.269546307531563,Destination
MAA057,Thelliyaragaram,dist_cbd_km,16.985554643389236,Destination
MAA058,Thirumayilai,dist_cbd_km,6.643909173843367,Destination
MAA059,Kattupkkam,dist_cbd_km,18.474223961899824,Destination
MAA060,Iyyapanthangal,dist_cbd_km,17.62871469001743,Destination
MAA061,Adyar Depot,dist_cbd_km,11.03428621763074,Destination
MAA062,Alwarthirunagar,dist_cbd_km,12.118790373050778,Destination
MAA063,Anna Flyover,dist_cbd_km,5.910317569969442,Destination
MAA064,Anna Nagar KV,dist_cbd_km,9.618082576099166,Destination
MAA065,Anna Nagar West,dist_cbd_km,9.626649276746708,Destination
MAA066,Assisi Nagar,dist_cbd_km,9.7083918691036,Destination
MAA067,Ayanavaram,dist_cbd_km,4.864663038998404,Destination
MAA068,Butt Road,dist_cbd_km,13.464997491195646,Destination
MAA069,Chennai Trade Centre,dist_cbd_km,13.555242570493432,Destination
MAA070,Chetpet,dist_cbd_km,5.5233469446684085,Destination
MAA071,Classical Tamil Institute,dist_cbd_km,22.52777741848233,Destination
MAA072,Dr. Radhakrishnan Salai,dist_cbd_km,5.860339437475066,Destination
MAA073,Elcot,dist_cbd_km,22.51270172091212,Destination
MAA074,Gandhi Nagar,dist_cbd_km,12.316204675410493,Destination
MAA075,Greenways Road,dist_cbd_km,8.827539094936348,Destination
MAA076,Indira Nagar,dist_cbd_km,11.67311345174369,Destination
MAA077,Kandanchavadi,dist_cbd_km,14.701791300165391,Destination
MAA078,Karambakkam,dist_cbd_km,14.657553499542466,Destination
MAA079,Karapakkam,dist_cbd_km,21.119286893634097,Destination
MAA080,Kellys,dist_cbd_km,4.885425442330408,Destination
MAA081,Kovilambakkam,dist_cbd_km,20.48807633055069,Destination
MAA082,Koyambedu Market,dist_cbd_km,9.94393194618408,Destination
MAA083,Madhavaram Bus Terminus,dist_cbd_km,9.24566258371535,Destination
MAA084,Madhavaram High Road,dist_cbd_km,6.057508821665252,Destination
MAA085,Madipakkam,dist_cbd_km,17.813460925004485,Destination
MAA086,Manapakkam,dist_cbd_km,14.052894575650493,Destination
MAA087,Mandaveli,dist_cbd_km,8.037000962227125,Destination
MAA088,Medavakkam I,dist_cbd_km,22.128998719377744,Destination
MAA089,Medavakkam II,dist_cbd_km,22.526389162999344,Destination
MAA090,Mettukuppam,dist_cbd_km,12.80860104343063,Destination
MAA091,Moolakadai,dist_cbd_km,6.344666774262287,Destination
MAA092,Mugalivakkam,dist_cbd_km,14.470766997983494,Destination
MAA093,Natesan Nagar,dist_cbd_km,11.537836013244084,Destination
MAA094,Nehru Nagar,dist_cbd_km,13.93825764434465,Destination
MAA095,Nungambakkam,dist_cbd_km,5.787281841954785,Destination
MAA096,Okkiyam Thoraipakkam,dist_cbd_km,18.78387881228593,Destination
MAA097,Otteri,dist_cbd_km,4.224801630093857,Destination
MAA098,PTC Colony,dist_cbd_km,13.291661796246231,Destination
MAA099,Pattalam,dist_cbd_km,3.0935770977419854,Destination
MAA100,Perambur,dist_cbd_km,5.169277904192475,Destination
MAA101,Perambur Barracks Road,dist_cbd_km,3.101233878210548,Destination
MAA102,Perumbakkam,dist_cbd_km,22.702739378433,Destination
MAA103,Perungudi,dist_cbd_km,14.455361742290796,Destination
MAA104,Poonamallee,dist_cbd_km,8.106489376117056,Destination
MAA105,Ramapuram,dist_cbd_km,14.276977688126465,Destination
MAA106,Retteri Junction,dist_cbd_km,8.937930747180797,Destination
MAA107,Saligramam,dist_cbd_km,10.097437596771684,Destination
MAA108,Shastri Nagar Chennai,dist_cbd_km,10.913370642105626,Destination
MAA109,Siruseri,dist_cbd_km,33.72580772292414,Destination
MAA110,Srinivasa Nagar,dist_cbd_km,16.454221205567823,Destination
MAA111,Sterling Road,dist_cbd_km,5.707963828062858,Destination
MAA112,Taramani,dist_cbd_km,12.327327060180302,Destination
MAA113,Thiruvanmiyur,dist_cbd_km,12.80903719123748,Destination
MAA114,Thoraipakkam,dist_cbd_km,16.767207368019648,Destination
MAA115,Ullagaram,dist_cbd_km,16.398658149287304,Destination
MAA116,Valasaravakkam,dist_cbd_km,13.744037867028664,Destination
MAA117,Vanuvampet,dist_cbd_km,15.888783844854302,Destination
MAA118,Villivakkam,dist_cbd_km,8.570815045984231,Destination
MAA119,Villivakkam Bus Terminus,dist_cbd_km,8.703718822361964,Destination
MAA120,Villivakkam CTH Road,dist_cbd_km,9.31662330650234,Destination
MAA121,Virugambakkam,dist_cbd_km,11.301863349096342,Destination
MAA122,Adyar Junction,dist_cbd_km,10.169873148372028,Destination
MAA123,Alapakkam Junction,dist_cbd_km,13.962178940522744,Destination
MAA124,Kolathur Junction,dist_cbd_km,9.639551303324918,Destination
MAA125,Nookampalayam Depot,dist_cbd_km,24.94499605162419,Destination
MAA126,Perambur Market,dist_cbd_km,5.169277904192475,Destination
MAA127,SIPCOT I,dist_cbd_km,5.578051182451602,Destination
MAA128,SIPCOT II,dist_cbd_km,5.578051182451602,Destination
MAA129,Saligramam Warehouse,dist_cbd_km,10.097437596771684,Destination
MAA130,Semmancheri I,dist_cbd_km,24.49076283020652,Destination
MAA131,Semmancheri II,dist_cbd_km,24.49076283020652,Destination
MAA132,Sholinganallur Lake I,dist_cbd_km,20.682369206321138,Destination
MAA133,Sholinganallur Lake II,dist_cbd_km,20.682369206321138,Destination
MAA000,Chennai International Airport,dist_nearest_centre_km,6.753620192818532,Destination
MAA001,Meenambakkam,dist_nearest_centre_km,5.22735136324918,Destination
MAA002,St. Thomas Mount,dist_nearest_centre_km,2.715935011596884,Destination
MAA003,Nanganallur Road,dist_nearest_centre_km,2.980710359108361,Destination
MAA004,Arignar Anna Alandur,dist_nearest_centre_km,2.094044556136533,Destination
MAA005,Ekkattuthangal,dist_nearest_centre_km,1.9967068857661467,Destination
MAA006,Ashok Nagar,dist_nearest_centre_km,2.578953666739493,Destination
MAA007,Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,dist_nearest_centre_km,4.396019928034688,Destination
MAA008,Koyambedu,dist_nearest_centre_km,5.5030889485885375,Destination
MAA009,Anna Nagar Tower,dist_nearest_centre_km,5.518847185513414,Destination
MAA010,Thirumangalam,dist_nearest_centre_km,5.962645809307136,Destination
MAA011,Guindy,dist_nearest_centre_km,0.8633343517274003,Destination
MAA012,Little Mount,dist_nearest_centre_km,0.9619231821161072,Destination
MAA013,Saidapet,dist_nearest_centre_km,2.0696487834809725,Destination
MAA014,Nandanam,dist_nearest_centre_km,1.3617151012850273,Destination
MAA015,Teynampet,dist_nearest_centre_km,1.455778051712729,Destination
MAA016,AG – DMS,dist_nearest_centre_km,1.61344867130854,Destination
MAA017,Vadapalani,dist_nearest_centre_km,2.584182625117581,Destination
MAA018,Thousand Lights,dist_nearest_centre_km,3.2617003367841657,Destination
MAA019,Arumbakkam,dist_nearest_centre_km,3.271270639010328,Destination
MAA020,Pachaiyappa's College,dist_nearest_centre_km,3.734319575548821,Destination
MAA021,Kilpauk,dist_nearest_centre_km,4.072125788222308,Destination
MAA022,Nehru Park,dist_nearest_centre_km,4.463244100467671,Destination
MAA023,Shenoy Nagar,dist_nearest_centre_km,4.211475788429419,Destination
MAA024,Anna Nagar East,dist_nearest_centre_km,4.995405525298259,Destination
MAA025,LIC,dist_nearest_centre_km,4.260869473337928,Destination
MAA026,Government Estate,dist_nearest_centre_km,5.23361739550719,Destination
MAA027,Egmore,dist_nearest_centre_km,5.294873463725859,Destination
MAA028,Puratchi Thalaivar Dr. M.G. Ramachandran Central,dist_nearest_centre_km,6.182829559808291,Destination
MAA029,High Court,dist_nearest_centre_km,7.472852543291363,Destination
MAA030,Mannadi,dist_nearest_centre_km,8.19434002702627,Destination
MAA031,Washermanpet,dist_nearest_centre_km,8.903080551362127,Destination
MAA032,Sir Theagaraya College,dist_nearest_centre_km,9.857113377693214,Destination
MAA033,Tondiarpet,dist_nearest_centre_km,10.912294072421368,Destination
MAA034,New Washermanpet,dist_nearest_centre_km,12.085785029961553,Destination
MAA035,Tollgate,dist_nearest_centre_km,13.0865666441822,Destination
MAA036,Kaladipet,dist_nearest_centre_km,13.972214499816518,Destination
MAA037,Tiruvottriyur Theradi,dist_nearest_centre_km,15.05224345480877,Destination
MAA038,Tiruvottriyur,dist_nearest_centre_km,16.32199271141223,Destination
MAA039,Wimco Nagar,dist_nearest_centre_km,17.158928003745586,Destination
